param,estimate
intercept,62.895456273439564
x1,1048.4905319823674
x2,21.992278107187214
x3,70.67646479106043
x4,48.09884937129256
x5,28.104072188783945
x6,-37.40753471395488
x7,-2.0855993549769165
x8,-0.2902561689369243
x9,1.4124385312067125
x10,-17.651120607846124
x11,-79.15369798969876
ma.L1,0.16627890131184841
sigma2,113332.50804054794
